1569408393 0 0 0 0 2 0 0
1569409074 0 0 0 0 26 0 0
1572458498 44 0 0 0 26 0 0
1572462522 44 0 0 0 496 0 0
1572698578 430 0 0 0 496 0 0
1572698804 435 0 0 0 496 0 0
1572699523 435 0 0 0 496 0 1
1572868891 1123 0 0 0 496 0 1
1572891578 1123 0 0 0 496 0 1
1573402781 1345 0 0 0 496 0 1
1573402825 1345 0 0 0 496 0 1
1573403880 1411 0 0 0 496 0 1
1573566755 1438 0 0 0 496 0 1
1573737946 1515 0 0 0 496 0 1
1573806486 1515 0 0 0 496 53 1
1573840772 1619 0 0 0 496 53 1
1573937448 1619 81 0 0 496 53 1
1573940815 1619 187 0 0 496 53 1
1574003149 1619 306 0 0 496 53 1
1574090683 1619 306 0 1 496 53 1
1574090724 1619 306 0 2 496 53 1
1574090826 1619 306 0 3 496 53 1
1574090850 1619 306 0 3 496 53 1
1574091221 1619 306 0 4 496 53 1
1574091262 1619 306 0 4 496 53 1
1574094248 1619 434 0 4 496 53 1
1574096721 1644 434 0 4 496 53 1
1574096751 1644 434 0 4 496 53 1
1574103644 1818 434 0 4 496 53 1
1574106888 1818 490 0 4 496 53 1
1574107060 1818 496 0 4 496 53 1
1574109174 1853 496 0 4 496 53 1
1574109196 1853 496 0 4 496 53 1
1574110796 1853 496 0 4 496 71 1
1574116205 1853 750 0 4 496 71 1
1574150279 1893 750 0 4 496 71 1
1574152037 1996 750 0 4 496 71 1
1574184309 1996 750 147 4 496 71 1
1574189432 2066 750 147 4 496 71 1
1574189453 2066 750 147 4 496 71 1
1574191050 2166 750 147 4 496 71 1
1574191470 2173 750 147 4 496 71 1
1574195763 2173 773 147 4 496 71 1
1574199941 2173 933 147 4 496 71 1
1574201428 2173 990 147 4 496 71 1
1574251019 2227 990 147 4 496 71 1
1574251472 2286 990 147 4 496 71 1
1574251888 2286 990 201 4 496 71 1
1574279899 2286 1204 201 4 496 71 1
1574282363 2286 1204 282 4 496 71 1
1574283362 2286 1204 316 4 496 71 1
1574283685 2286 1204 328 4 496 71 1
1574365304 2286 1240 328 4 496 71 1
1574371808 2302 1240 328 4 496 71 1
1574373720 2302 1290 328 4 496 71 1
1574374238 2302 1296 328 4 496 71 1
1574425580 2302 1296 1075 4 496 71 1
