1569408393 0 0 0 0 1 0 0
1569409074 0 0 0 0 2 0 0
1572458498 1 0 0 0 2 0 0
1572462522 1 0 0 0 3 0 0
1572698578 2 0 0 0 3 0 0
1572698804 3 0 0 0 3 0 0
1572699523 3 0 0 0 3 0 1
1572868891 4 0 0 0 3 0 1
1572891578 5 0 0 0 3 0 1
1573402781 6 0 0 0 3 0 1
1573402825 7 0 0 0 3 0 1
1573403880 8 0 0 0 3 0 1
1573566755 9 0 0 0 3 0 1
1573737946 10 0 0 0 3 0 1
1573806486 10 0 0 0 3 1 1
1573840772 11 0 0 0 3 1 1
1573937448 11 1 0 0 3 1 1
1573940815 11 2 0 0 3 1 1
1574003149 11 3 0 0 3 1 1
1574090683 11 3 0 1 3 1 1
1574090724 11 3 0 2 3 1 1
1574090826 11 3 0 3 3 1 1
1574090850 11 3 0 4 3 1 1
1574091221 11 3 0 5 3 1 1
1574091262 11 3 0 6 3 1 1
1574094248 11 4 0 6 3 1 1
1574096721 12 4 0 6 3 1 1
1574096751 13 4 0 6 3 1 1
1574103644 14 4 0 6 3 1 1
1574106888 14 5 0 6 3 1 1
1574107060 14 6 0 6 3 1 1
1574109174 15 6 0 6 3 1 1
1574109196 16 6 0 6 3 1 1
1574110796 16 6 0 6 3 2 1
1574116205 16 7 0 6 3 2 1
1574150279 17 7 0 6 3 2 1
1574152037 18 7 0 6 3 2 1
1574184309 18 7 1 6 3 2 1
1574189432 19 7 1 6 3 2 1
1574189453 20 7 1 6 3 2 1
1574191050 21 7 1 6 3 2 1
1574191470 22 7 1 6 3 2 1
1574195763 22 8 1 6 3 2 1
1574199941 22 9 1 6 3 2 1
1574201428 22 10 1 6 3 2 1
1574251019 23 10 1 6 3 2 1
1574251472 24 10 1 6 3 2 1
1574251888 24 10 2 6 3 2 1
1574279899 24 11 2 6 3 2 1
1574282363 24 11 3 6 3 2 1
1574283362 24 11 4 6 3 2 1
1574283685 24 11 5 6 3 2 1
1574365304 24 12 5 6 3 2 1
1574371808 25 12 5 6 3 2 1
1574373720 25 13 5 6 3 2 1
1574374238 25 14 5 6 3 2 1
1574425580 25 14 6 6 3 2 1
